,labels,responses
3422,NOT_SARCASM,May the blessing of knowing the name #Christ #Jesus and ALL He stands for be given to ALL people one day very soon ! #Prayer = = = =
3423,NOT_SARCASM,Sincerely appreciate the kind words  . You helped contribute to the betterment of those who competed professionally in esports by setting a standard for performance improvement through physical training & self care . Those you influenced are better for it .
3424,NOT_SARCASM,Oh look . A complete lie with a racism bias
3425,NOT_SARCASM,your Tweet has nothing to do with LOVE soplease get this out of your profile and STOP lying there will be no war except that of which is in your head . You better get that sorted out first B4 you go Tweeitn such BS carry on we will send you Hot Chocolate and Blankets 
3426,NOT_SARCASM,"Touché  AnandTech , Tom's Hardware and PC Hardware were the most read hardware review websites at the beginning of this century  #geek"
3427,NOT_SARCASM,"You preach the Gospel , share your testimony , how Jesus saved you ; it is actually bearing a fruit . Keep the faith and let's all be a good and faithful servant . Thank you Lord Jesus ! #JesusChrist #ReadtheBible #EyesOnJESUS"
3428,NOT_SARCASM,I have reached out in the past but he does not respond back . May the day be near that #God intervenes and his heart is softened forever going forward ! Ezekiel 36:26 #RECONCILIATION
3429,NOT_SARCASM,I still think is still upset over the loss of his soul mate from the #Patriots it really set him back . I feel bad for him . Mr Kraft needs to bring them back together #pride #SeductiveSunday
3430,NOT_SARCASM," The source of Joy lives in your heart , connect with it Wish you Joy"
3431,NOT_SARCASM,It was wonderful ! Loved every minute and could watch it all over again . Did the trick  #JojoRabbit
3432,NOT_SARCASM,Shouts to our BONESubs from last night on #Twitch !  - 8mo Resub  - 6mo Resub  - 5 Gifted BONESubs to the community ! MUCH to these amazing friends !
3433,NOT_SARCASM,"Imagine the guests at said House were expecting Hors d ' oeuvres , and the chef can't oblige because the caterer got a flat tire ! Now picture the fact that the caterer .. Was only bringing cold fast food .. Add insult to injury . How many stars should be humiliated ?"
3434,NOT_SARCASM,Mr . & Your highness ~ my condolences #IranPlaneShootdown #UkrainePlaneCrash #CanadaMourns  etc religious conflicts may be fixed by :
3435,NOT_SARCASM,i never even thought about the double dipping .   ‍  ️
3436,NOT_SARCASM,days Claire can I grab the best email for you ? Thanks Wendy
3437,NOT_SARCASM,Bronnie with the cricket reference Seriously though what a talent . I couldn't even draw a cricket bat .
3438,NOT_SARCASM,Cause the water quality and level of the Klongs and rivers is soooo good right now . pls tell me this was a sarcastic comment from the minister or do we have another plodprasop ?
3439,NOT_SARCASM,"Our Lord , Our #God's is the last #HOPE going forward for us ALL today ! #Depression"
3440,NOT_SARCASM,"#FEAR NOT They use fear , social control & #fascism to repress a deep abiding & greatness within each of us & the universe waiting to be unleashed now . Find courage , freedom of choice & growth in "" The Light Shall Set You Free "" by Norma J . Milanovich"
3441,NOT_SARCASM,Ridiculous was blocked for a run everywhere then just got it free
3442,NOT_SARCASM," #Shalom and #ShavuaTov Beloved Heather  May you always and your new week be #Blessed and be with , , and dear achoti   ️"
3443,NOT_SARCASM,"Mind creates Joy and Sorrow When you know you can't be with the person who is 800 miles away Why not feel the same person is joy , lives in your heart Why be possessive and ruin your happiness"
3444,NOT_SARCASM,Reckon this guy was a Head of Creative
3445,NOT_SARCASM,Love you too sweet Deb . Thank you for all the and inspiration you share !
3446,NOT_SARCASM,"Thank you .  40 years ago I thought we would change the world - we didn't , at least not enough . But I won't go on trying as long as I breathe the air of this and irreplaceable #planet . "
3447,NOT_SARCASM,And I bet now you have more Severus comments than you can take . It's the FIRST thing that came to my Potterhead when I saw your last name
3448,NOT_SARCASM,Day thirteen of three hundred and sixty five . Birmingham cars could be banned from driving through city centre CLICK HERE ---> > >   #mmandmp_pro #retweet #rt
3449,NOT_SARCASM,I was v pleased that Damian's Probably Science episode was 369
3450,NOT_SARCASM,"Thanks for the shout , Joanne . You bet we need it , most often when we think we don't ."
3451,NOT_SARCASM,Hey with on board ... you are in for a deal now :D
3452,NOT_SARCASM,I pray the light of #Christ #Jesus ' sincere heart comes upon your entire family . I pray the of guides your entire family in everything they do and say from today going forward ... Ezekiel 36:26
3453,NOT_SARCASM,"The Bible is NOT Political , it IS Theocratic Benevolent Government . It is obvious to me that  needs to be schooled in #GodisLove"
3454,NOT_SARCASM,I'm going to consider this going forward .
3455,NOT_SARCASM,Stephen Jones finally losing it on Twitter by claiming the Liberty is a great stadium . Never mind his thoughts on Sarries and the salary cap breach - this is a new low even for him .
3456,NOT_SARCASM,Awesome thank you for the quick response . Here it is - #COOL-20200113-362970
3457,NOT_SARCASM,"people will never get it . People judge , assume , and think they can understand but they really have no idea what its like . You're a hero for how you handled everything out loud . Dont let fools get you down . You're an inspiration to so many , myself included ."
3458,NOT_SARCASM,Place Stanislas is undisputedly a masterpiece of this highly adept genius.See the explicit difference between the old and the restored part of the pavilion . #nancy #unescoworldheritage #architecture
3459,NOT_SARCASM,"we adore her choices , different genre , always amazing characters . #Impressed &  ️"
3460,NOT_SARCASM,I fkn my lukesir and his musical tastes
3461,NOT_SARCASM,"You said send me pictures , hain he ni"
3462,NOT_SARCASM,They gave me the most eggs for breakfast
3463,NOT_SARCASM,World peace though giving terrorists their money back ... ! !
3464,NOT_SARCASM,"Thank you so much , Albert ! How did you wiggle in all those Tweeples ? !  And more !"
3465,NOT_SARCASM,"and a dress . And I'll always be happy to show people that drag is another form of art , a branch in the tree of self expression . #drag #encouragequestions #makeup"
3466,NOT_SARCASM,"I'm perplexed as to why security professional Mr . Maghun is an embassy is under surveillance by sovereign intelligence service ( s ) , including potentially one that had their cyber weapons stolen and which were in possession of a grp of * apparently * amateurs ,"
3467,NOT_SARCASM,"Even Trump's a child of Gaia We Are One ~ comes as a BLOW ! BAG of ORANGE , WIND , SO NASTY Him & Twin Clown Blonde #Bojo Feeling that they were both HURT DEEP when they were a TINY CHILD withheld is LOVE that's squandered LOVE IS PRECIOUS ~ LOVE IS WILD ! #EtonMess"
3468,NOT_SARCASM,"Me too ! When I saw the still from the video in today's email I was a bit ‘ Yeah , right , Adriene - whatever !  But I'll have a go ...'And then I did it ! ! "
3469,NOT_SARCASM,"Some of the most and interesting #satellite images of 2019   Image : #Wildfire near Lake Echo , Credits :  /"
3470,NOT_SARCASM,May ALL the people of #God decide to #pray today for a better way going forward ... the WAY toward #Christ ' sincere heart of eternal for ALL ! Ezekiel 36:26
3471,NOT_SARCASM,Lead by example move to a small rural community Northern BC get rid of your #computer #mobilephone #car & grow your food walk to your activities in winter luck you demented socialist !
3472,NOT_SARCASM,Thank you . Versa now fully loaded . Thank you for your prompt reply . #service #firstclass
3473,NOT_SARCASM,I can watch dis a 1000 times ... hv said a few GoodByes in life myself ... can totally relate to dis  #AsiManshiForever but right now #OnlyAsimMatters
3474,NOT_SARCASM,"Even one single genuine Indian suffers due to this then it's a SHAME ! PATHETIC ! it's like DEMO , only poor will suffer ! #CAA_NRC #CAA_NRC_NPR #NRC_CAA_Protest"
3475,NOT_SARCASM,Thankyou everyone  ️ we have a fantastic team of nurses and doctors who have all worked really hard to maintain our accreditation   #nurses
3476,NOT_SARCASM,"Pretending 2 hold u up , when they in fact , r at the same time holding u back ! ! ! Interesting  XOX  OXO #SaturdayThoughts #life"
3477,NOT_SARCASM,Sir it's been quite intimidating to this man . I am ever grateful for your #Support for our #GardenTownByTheSea no offence to CUBE personally  informed I cannot comment on sensitive intelligence  but I only have our & at heart  
3478,NOT_SARCASM,"Even Trump's a child of Gaia We Are One ~ comes as a BLOW ! BAG of ORANGE , WIND , SO NASTY Him & Twin Clown Blonde #Bojo Feeling that they were both HURT DEEP when they were a TINY CHILD withheld is LOVE that's squandered LOVE IS PRECIOUS ~ LOVE IS WILD ! #EtonMess"
3479,NOT_SARCASM,"Your willingness as a policy matter to take the word of someone who has tens of thousands of deceptive claims , and in addition to your dysfunctional understanding of race , terrorism , defense and probably bullshit — demonstrate a gross and profound intellectual lack , honestly ."
3480,NOT_SARCASM,I'm liking this tweet . Does that help ?
3481,NOT_SARCASM,Take a look at the recent church shooting in TX .
3482,NOT_SARCASM,you looking for some attention . Instead of being a d #ck buy a Puppy dog Q
3483,NOT_SARCASM,"The subtitles during that montage read "" demonic laughter "" #BachelorNation"
3484,NOT_SARCASM,Mad because you cant come to terms u are wrong
3485,NOT_SARCASM,"To the knower of Truth there is no shame and insult These are experienced by the perishable ' you ' The real you born of Bliss the Cosmic consciousness is eternal , lives blissfully"
3486,NOT_SARCASM,My pleasure I hope you have an day !
3487,NOT_SARCASM,Thank you ! Likewise just like 41 years ago when the two countries were allies and practically bestfriends . Iranians want regime change and our only alternative leader is #RezaPahlavi God bless you and America ! #peace
3488,NOT_SARCASM,Attention ... and time sigh / / thank you for your lovely writings and insights during the past year and I look forward to more in 2020
3489,NOT_SARCASM,"being a constant #current is perplexing . i want to #feel something anything for the of this #soul , but i know what i know , his of love will only be met elsewhere . the way , the non tract sometimes feels like a"
3490,NOT_SARCASM,We are simply the best Family Twitter ever Created . All thanks to for her great and powerful message . Know Your Worth . #FAMILY
3491,NOT_SARCASM,Or just saving the world in general because they show up at our doorstep yet we can't take care of our own
